Taxon,Continent,Country,Region,Location,Lat,Lon,Year,GBIF_ID,institutionCode,collectionCode,catalogNumber,recordNumber,basisOfRecord,Comments
Rangifer tarandus,Eurasia,NO,NA,Rondane barmarksbeite,61.400769,10.543576,2008,2027835692,Miljodir,Villrein,BV00000078,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Lærdal-Årdal vår- sommerbeite,61.083527,7.594671,2004,2027835565,Miljodir,Villrein,BV00000062,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.608333,10.48263,2008,2027835299,Miljodir,Villrein,BV00000140,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.624378,10.600289,2008,2027835203,Miljodir,Villrein,BV00000139,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane sommertrekk,61.842738,10.393813,2008,2027835184,Miljodir,Villrein,BV00000137,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane sommertrekk,61.849505,10.272495,2008,2027835159,Miljodir,Villrein,BV00000136,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Blefjell vinterbeite,59.910907,9.120156,2007,2027835143,Miljodir,Villrein,BV00000069,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.81009,9.7385,2008,2027835127,Miljodir,Villrein,BV00000129,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane sommertrekk,61.843937,10.456994,2008,2027835110,Miljodir,Villrein,BV00000138,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.781731,10.412913,2008,2027835052,Miljodir,Villrein,BV00000135,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.734561,10.179715,2008,2027835046,Miljodir,Villrein,BV00000134,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.75042,9.812024,2008,2027834986,Miljodir,Villrein,BV00000131,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.476238,10.90798,2008,2027834930,Miljodir,Villrein,BV00000125,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.542296,10.694086,2008,2027834902,Miljodir,Villrein,BV00000123,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.678185,9.976585,2008,2027834867,Miljodir,Villrein,BV00000120,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.695724,10.123969,2008,2027834866,Miljodir,Villrein,BV00000111,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.523471,10.769264,2008,2027834855,Miljodir,Villrein,BV00000124,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.571338,10.578192,2008,2027834828,Miljodir,Villrein,BV00000122,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.686064,10.11005,2008,2027834827,Miljodir,Villrein,BV00000097,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.698941,10.160889,2008,2027834821,Miljodir,Villrein,BV00000121,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Vest-Jotunheimen vår- sommerbeite,61.413282,8.097908,2004,2027834796,Miljodir,Villrein,BV00000064,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.902778,9.784398,2008,2027834779,Miljodir,Villrein,BV00000108,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.694926,9.996059,2008,2027834746,Miljodir,Villrein,BV00000119,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.887487,9.67336,2008,2027834711,Miljodir,Villrein,BV00000132,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.125575,9.785008,2008,2027834683,Miljodir,Villrein,BV00000128,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane trekkområde,62.000879,10.00888,2008,2027834670,Miljodir,Villrein,BV00000115,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane helårstrekk,61.907696,10.097734,2008,2027834641,Miljodir,Villrein,BV00000113,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane vintertrekk,62.067403,9.980821,2008,2027834629,Miljodir,Villrein,BV00000118,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane vintertrekk,62.046967,9.997456,2008,2027834619,Miljodir,Villrein,BV00000117,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.05479,9.633538,2008,2027834614,Miljodir,Villrein,BV00000103,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.573211,10.737206,2008,2027834604,Miljodir,Villrein,BV00000092,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.052936,9.526735,2008,2027834601,Miljodir,Villrein,BV00000102,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.844721,10.081156,2008,2027834598,Miljodir,Villrein,BV00000088,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.949783,9.35892,2008,2027834594,Miljodir,Villrein,BV00000106,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.032647,9.454272,2008,2027834586,Miljodir,Villrein,BV00000099,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.037977,9.495096,2008,2027834578,Miljodir,Villrein,BV00000101,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane vintertrekk,62.104048,9.981334,2008,2027834572,Miljodir,Villrein,BV00000116,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane trekkområde,61.939422,10.022904,2008,2027834568,Miljodir,Villrein,BV00000114,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten/Rondane helårstrekk,62.083089,9.962015,2008,2027834564,Miljodir,Villrein,BV00000112,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.064965,9.9015,2008,2027834560,Miljodir,Villrein,BV00000107,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.817194,10.209962,2008,2027834550,Miljodir,Villrein,BV00000110,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.181924,9.585129,2008,2027834544,Miljodir,Villrein,BV00000127,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.989675,9.800714,2008,2027834540,Miljodir,Villrein,BV00000098,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane helårsbeite,61.787701,10.019412,2008,2027834539,Miljodir,Villrein,BV00000079,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.717876,9.933591,2008,2027834535,Miljodir,Villrein,BV00000130,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.074805,9.705133,2008,2027834531,Miljodir,Villrein,BV00000104,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.021696,9.40628,2008,2027834520,Miljodir,Villrein,BV00000100,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.751439,10.01117,2008,2027834508,Miljodir,Villrein,BV00000091,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.058117,9.804375,2008,2027834495,Miljodir,Villrein,BV00000105,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,62.009415,9.352723,2008,2027834483,Miljodir,Villrein,BV00000126,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane trekkområde,61.835294,10.168071,2008,2027834475,Miljodir,Villrein,BV00000109,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.896822,9.908816,2008,2027834436,Miljodir,Villrein,BV00000095,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Fjellheimen vinterbeite,61.001107,6.958636,2004,2027834391,Miljodir,Villrein,BV00000046,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.816086,9.888329,2008,2027834355,Miljodir,Villrein,BV00000080,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Brattfjell-Vindeggen kalvingsområde,59.731414,8.381606,1989,2027834171,Miljodir,Villrein,BV00000075,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.964229,9.92986,2008,2027834161,Miljodir,Villrein,BV00000090,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Brattfjell-Vindeggen helårsbeite,59.727412,8.309286,2007,2027834153,Miljodir,Villrein,BV00000070,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,62.020053,9.658491,2008,2027834130,Miljodir,Villrein,BV00000093,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Fjellheimen sommerbeite,60.88329,6.363888,2004,2027834113,Miljodir,Villrein,BV00000065,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.975299,9.576485,2008,2027834082,Miljodir,Villrein,BV00000096,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.938598,9.727309,2008,2027834056,Miljodir,Villrein,BV00000089,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.556072,10.57444,2008,2027834033,Miljodir,Villrein,BV00000087,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,62.025847,9.889297,2008,2027834023,Miljodir,Villrein,BV00000085,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,62.100665,9.467943,2008,2027834013,Miljodir,Villrein,BV00000094,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Senhovd høstbeite,59.964045,9.205177,2007,2027834004,Miljodir,Villrein,BV00000068,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.581921,10.520546,2008,2027833968,Miljodir,Villrein,BV00000086,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Vest-Jotunheimen vår- sommerbeite,61.475397,7.901719,2004,2027833860,Miljodir,Villrein,BV00000063,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.585468,10.583311,2008,2027833853,Miljodir,Villrein,BV00000084,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.550455,10.382273,2008,2027833830,Miljodir,Villrein,BV00000083,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.678262,10.357011,2008,2027833806,Miljodir,Villrein,BV00000082,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Fjellheimen sommerbeite,60.929542,6.610698,2004,2027833780,Miljodir,Villrein,BV00000054,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane,61.582309,10.25883,2008,2027833758,Miljodir,Villrein,BV00000076,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Vest-Jotunheimen vår- sommerbeite,61.439113,8.112988,2004,2027833747,Miljodir,Villrein,BV00000058,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sandnesrohøgda,62.157455,11.499196,1998,2027833729,Miljodir,Villrein,BV00000072,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Fjellheimen kalvingsområde,60.944749,6.65676,2004,2027833721,Miljodir,Villrein,BV00000049,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Fjellheimen sommerbeite,61.024358,6.475247,2004,2027833701,Miljodir,Villrein,BV00000053,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane helårsbeite,61.805376,10.348855,2008,2027833673,Miljodir,Villrein,BV00000077,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Fjellheimen sommerbeite,60.910242,6.234003,2004,2027833668,Miljodir,Villrein,BV00000052,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Vest-Jotunheimen beiteområde,61.435221,8.044849,2004,2027833667,Miljodir,Villrein,BV00000040,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Fjellheimen kalvingsområde,60.964264,6.340826,2004,2027833663,Miljodir,Villrein,BV00000050,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Lærdal-Årdal sommerbeite,61.154614,7.766192,2004,2027833650,Miljodir,Villrein,BV00000056,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Vest-Jotunheimen vår- sommerbeite,61.361881,8.007797,2004,2027833647,Miljodir,Villrein,BV00000059,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Vest-Jotunheimen vår- sommerbeite,61.276904,7.492391,2004,2027833638,Miljodir,Villrein,BV00000060,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Lisidene som omkranser Tolga østfjell - fra og med Klettdalen - Telgardsvola - Letningslia,62.297713,11.132952,1998,2027833636,Miljodir,Villrein,BV00000071,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Vest-Jotunheimen beiteområde,61.458341,7.805458,2004,2027833635,Miljodir,Villrein,BV00000041,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Vest-Jotunheimen sommerbeite,61.33994,7.660478,2004,2027833629,Miljodir,Villrein,BV00000057,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Lærdal-Årdal kalvingsområde,61.133399,7.854056,2004,2027833627,Miljodir,Villrein,BV00000038,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Fjellheimen vinterbeite,60.965162,6.521231,2004,2027833617,Miljodir,Villrein,BV00000047,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Lærdal-Årdal kalvingsområde,61.188951,7.692748,2004,2027833613,Miljodir,Villrein,BV00000039,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,"Tolga Østfjell - Telgardsvola, Bjørsjøklettan, Svartdalshøgda, Rødsjøpiggen, Sletthøa",62.256175,11.203786,1998,2027833609,Miljodir,Villrein,BV00000073,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Lærdal-Årdal beiteområde,61.11406,7.696209,2004,2027833608,Miljodir,Villrein,BV00000042,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Rondane kalvingsområde,61.25032,11.024485,2008,2027833606,Miljodir,Villrein,BV00000081,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Lærdal-Årdal kalvingsområde,61.14502,7.54089,2004,2027833605,Miljodir,Villrein,BV00000036,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Fjellheimen vinterbeite,60.881366,6.303113,2004,2027833595,Miljodir,Villrein,BV00000044,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Holøydalen - Langsjøen - lia i SV,62.182044,11.473558,1998,2027833593,Miljodir,Villrein,BV00000074,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Blefjell høst- vinterbeite,59.874423,9.211945,2007,2027833584,Miljodir,Villrein,BV00000067,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
